Date,TotalReturnsIndex
2012-05-22,1136.08
2012-05-23,1128.82
2012-05-24,1142.55
2012-05-25,1143.87
2012-05-28,1153.87
2012-05-29,1155.27
2012-05-30,1157.43
2012-05-31,1155.96
2012-06-01,1140.73
2012-06-04,1133.95
2012-06-05,1134.74
2012-06-06,1168.17
2012-06-07,1176.41
2012-06-08,1180.34
2012-06-11,1180.17
2012-06-12,1193.28
2012-06-13,1201.36
2012-06-14,1191.98
2012-06-15,1209.57
2012-06-18,1199.77
2012-06-19,1208.4
2012-06-20,1210.06
2012-06-21,1218.32
2012-06-22,1213.48
2012-06-25,1206.99
2012-06-26,1205.03
2012-06-27,1210.01
2012-06-28,1213.58
2012-06-29,1241.03
2012-07-02,1235.67
2012-07-03,1235.5
2012-07-04,1241.22
2012-07-05,1245.21
2012-07-06,1238.33
2012-07-09,1228.65
2012-07-10,1243.77
2012-07-11,1235.92
2012-07-12,1214.05
2012-07-13,1211.36
2012-07-16,1203.38
2012-07-17,1203.99
2012-07-18,1213.5
2012-07-19,1214.73
2012-07-20,1215.31
2012-07-23,1195.76
2012-07-24,1200.32
2012-07-25,1194.9
2012-07-26,1183.9
2012-07-27,1197.85
2012-07-30,1215.18
2012-07-31,1218.67
2012-08-01,1217.74
2012-08-02,1220.13
2012-08-03,1216.42
2012-08-06,1222.04
2012-08-07,1233.75
2012-08-08,1232.21
2012-08-09,1234.83
2012-08-10,1240.98
2012-08-13,1246.34
2012-08-14,1251.1
2012-08-16,1242.92
2012-08-17,1245.92
2012-08-21,1255.84
2012-08-22,1253.86
2012-08-23,1261.5
2012-08-24,1258.72
2012-08-27,1252.07
2012-08-28,1250.28
2012-08-29,1239.68
2012-08-30,1243.94
2012-08-31,1230.45
2012-09-03,1233.75
2012-09-04,1238.39
2012-09-05,1234.97
2012-09-06,1240.14
2012-09-07,1262.51
2012-09-08,1266.23
2012-09-10,1270.03
2012-09-11,1272.88
2012-09-12,1284.95
2012-09-13,1284.89
2012-09-14,1305.92
2012-09-17,1293.81
2012-09-18,1293.51
2012-09-20,1292.75
2012-09-21,1311.42
2012-09-24,1307.07
2012-09-25,1307.82
2012-09-26,1307.03
2012-09-27,1311.45
2012-09-28,1325.86
2012-10-01,1333.31
2012-10-03,1335.53
2012-10-04,1337.76
2012-10-05,1330.32
2012-10-08,1325.07
2012-10-09,1333.44
2012-10-10,1324.99
2012-10-11,1332.31
2012-10-12,1326.51
2012-10-15,1326.98
2012-10-16,1324.37
2012-10-17,1325.02
2012-10-18,1333.52
2012-10-19,1327.18
2012-10-22,1330.86
2012-10-23,1322.53
2012-10-25,1321.69
2012-10-26,1312.73
2012-10-29,1315.34
2012-10-30,1310.43
2012-10-31,1316.1
2012-11-01,1325.59
2012-11-02,1334.38
2012-11-05,1335.2
2012-11-06,1336.44
2012-11-07,1342.18
2012-11-08,1340.62
2012-11-09,1332.96
2012-11-12,1330.44
2012-11-13,1327.76
2012-11-15,1315.92
2012-11-16,1309.58
2012-11-19,1312.95
2012-11-20,1310.31
2012-11-21,1320.4
2012-11-22,1324.7
2012-11-23,1327.15
2012-11-26,1335.33
2012-11-27,1355.52
2012-11-29,1367.69
2012-11-30,1374.46
2012-12-03,1375.5
2012-12-04,1371.58
2012-12-05,1368.17
2012-12-06,1366.07
2012-12-07,1360.8
2012-12-10,1357.39
2012-12-11,1356.36
2012-12-12,1355.17
2012-12-13,1345.95
2012-12-14,1349.73
2012-12-17,1343.73
2012-12-18,1354.65
2012-12-19,1369.47
2012-12-20,1370.49
2012-12-21,1355.05
2012-12-24,1359.37
2012-12-26,1366.64
2012-12-27,1357.31
2012-12-28,1367.39
2012-12-31,1366.44
2013-01-01,1375.52
2013-01-02,1378.42
2013-01-03,1384.48
2013-01-04,1388.26
2013-01-07,1386.8
2013-01-08,1387.42
2013-01-09,1374.6
2013-01-10,1365.12
2013-01-11,1378.38
2013-01-14,1394.07
2013-01-15,1403.02
2013-01-16,1393.14
2013-01-17,1400.95
2013-01-18,1390.73
2013-01-21,1395.69
2013-01-22,1386.48
2013-01-23,1383.5
2013-01-24,1381.53
2013-01-25,1394.87
2013-01-28,1394.34
2013-01-29,1388.68
2013-01-30,1390.99
2013-01-31,1392.83
2013-02-01,1387.76
2013-02-04,1387.13
2013-02-05,1383.27
2013-02-06,1388.44
2013-02-07,1382.46
2013-02-08,1375.21
2013-02-11,1371.23
